Show Id,Show Title,Show Link,Episode Id,Episode Title,Episode Link,Highlights,Publish Date,Relevance,Listeners
1298078,The Yak,https://app.podscribe.com/series/1298078,141566292,"Doitche is Back With a Fun, New Game After Filming the Case Race | The Yak 11-21-25",https://app.podscribe.com/episode/141566292,"{""transcript"":[{""phrase"":""(1h 58m 47s):  What? Oh yeah. A Jared Subway <em>gauntlet</em> time that we could then use to mock other people would be electric."",""startTime"":7126.515,""term"":""gauntlet"",""ts"":7126.515,""context"":"" What? Oh yeah. A Jared Subway <em>gauntlet</em> time that we could then use to mock other people would be electric.""}]}",11/21/2025,11.501776,53200
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141567331,"Doitche is Back With a Fun, New Game After Filming the Case Race | The Yak 11-21-25",https://app.podscribe.com/episode/141567331,"{""transcript"":[{""phrase"":""(2h 1m 51s):  What? Oh yeah. A Jared Subway <em>gauntlet</em> time that we could then use to mock other people would be electric."",""startTime"":7310.525,""term"":""gauntlet"",""ts"":7310.525,""context"":"" What? Oh yeah. A Jared Subway <em>gauntlet</em> time that we could then use to mock other people would be electric.""}]}",11/21/2025,11.517976,
1298078,The Yak,https://app.podscribe.com/series/1298078,141517492,The Wheel Puts Chef Donny to the Test Once Again | The Yak 11-20-25,https://app.podscribe.com/episode/141517492,"{""transcript"":[{""phrase"":""(1h 51m 14s):  The <em>gauntlet</em> tournament was presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em> Champion once and for all."",""startTime"":6674.425,""term"":""gauntlet"",""ts"":6674.425,""context"":"" The <em>gauntlet</em> tournament was presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em> Champion once and for all.""}]}",11/20/2025,13.814863,53200
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141527210,The Wheel Puts Chef Donny to the Test Once Again | The Yak 11-20-25,https://app.podscribe.com/episode/141527210,"{""transcript"":[{""phrase"":""(1h 55m 26s):  The <em>gauntlet</em> tournament was presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em> Champion once and for all."",""startTime"":6926.425,""term"":""gauntlet"",""ts"":6926.425,""context"":"" The <em>gauntlet</em> tournament was presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em> Champion once and for all.""}]}",11/20/2025,13.817342,
1298078,The Yak,https://app.podscribe.com/series/1298078,141479936,CM Punk Stops By and Mikey Reveals What Grinds His Gears | The Yak 11-19-25,https://app.podscribe.com/episode/141479936,"{""transcript"":[{""phrase"":""(11m 13s):  Fantastic. Awesome. Yeah. He's coming on here to do the <em>gauntlet</em>."",""startTime"":673.475,""term"":""gauntlet"",""ts"":673.475,""context"":"" Fantastic. Awesome. Yeah. He's coming on here to do the <em>gauntlet</em>.""},{""phrase"":""(11m 39s):  Hi. What Are you guys doing? You ready for the <em>gauntlet</em>?"",""startTime"":698.745,""term"":""gauntlet"",""ts"":698.745,""context"":"" Hi. What Are you guys doing? You ready for the <em>gauntlet</em>?""},{""phrase"":""(28m 43s):  Oh, you still in for the <em>gauntlet</em>? No, No, no. Well,"",""startTime"":1723.405,""term"":""gauntlet"",""ts"":1723.405,""context"":"" Oh, you still in for the <em>gauntlet</em>? No, No, no. Well,""},{""phrase"":""(11m 32s):  I thought he was, I thought he was gonna do the <em>gauntlet</em> and go."",""startTime"":691.925,""term"":""gauntlet"",""ts"":691.925,""context"":"" I thought he was, I thought he was gonna do the <em>gauntlet</em> and go.""},{""phrase"":""(28m 36s):  I'm sorry. Yeah. Do you wanna do the <em>gauntlet</em>? Don't know what it is."",""startTime"":1716.245,""term"":""gauntlet"",""ts"":1716.245,""context"":"" I'm sorry. Yeah. Do you wanna do the <em>gauntlet</em>? Don't know what it is.""}]}",11/19/2025,13.058943,53200
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141418016,We're All Ready to Help Nick and KB Name So Many Things | Best of The Yak 11-17-25,https://app.podscribe.com/episode/141418016,"{""transcript"":[{""phrase"":""(7m 2s):  You just, you made everything instant. Yeah. We just know the <em>gauntlet</em>."",""startTime"":421.825,""term"":""gauntlet"",""ts"":421.825,""context"":"" You just, you made everything instant. Yeah. We just know the <em>gauntlet</em>.""},{""phrase"":""(6m 24s):  someone tweet me today is actually the two year anniversary of the very first ever <em>gauntlet</em>."",""startTime"":383.605,""term"":""gauntlet"",""ts"":383.605,""context"":"" someone tweet me today is actually the two year anniversary of the very first ever <em>gauntlet</em>.""},{""phrase"":""(3m 20s):  What'd I miss? I We did, we had quite the yak <em>gauntlet</em> tournament that of course became Embroiled."",""startTime"":200.485,""term"":""gauntlet"",""ts"":200.485,""context"":"" What'd I miss? I We did, we had quite the yak <em>gauntlet</em> tournament that of course became Embroiled.""},{""phrase"":""(6m 31s):  is that we've been doing the <em>gauntlet</em> for two years and it's always been guests who don't fully know."",""startTime"":390.945,""term"":""gauntlet"",""ts"":390.945,""context"":"" is that we've been doing the <em>gauntlet</em> for two years and it's always been guests who don't fully know.""},{""phrase"":""(7m 4s):  Yeah. I think I just knew the <em>gauntlet</em>. Right. But the Two human aspects of it are both people that I guess work under you."",""startTime"":424.325,""term"":""gauntlet"",""ts"":424.325,""context"":"" Yeah. I think I just knew the <em>gauntlet</em>. Right. But the Two human aspects of it are both people that I guess work under you.""}]}",11/17/2025,11.960652,
1298078,The Yak,https://app.podscribe.com/series/1298078,141409633,Banners are Raised for the One and Only Mark Titus | The Yak 11-17-25,https://app.podscribe.com/episode/141409633,"{""transcript"":[{""phrase"":""(10m 36s):  It's not gone. What? I'm done with the <em>gauntlet</em> forever."",""startTime"":635.875,""term"":""gauntlet"",""ts"":635.875,""context"":"" It's not gone. What? I'm done with the <em>gauntlet</em> forever.""},{""phrase"":""(8m 32s):  You just, you made everything instantly. Yeah. We just know the <em>gauntlet</em>."",""startTime"":511.725,""term"":""gauntlet"",""ts"":511.725,""context"":"" You just, you made everything instantly. Yeah. We just know the <em>gauntlet</em>.""},{""phrase"":""(11m 7s):  Yeah. Yeah. People that don't like the <em>gauntlet</em>. I did my part."",""startTime"":666.955,""term"":""gauntlet"",""ts"":666.955,""context"":"" Yeah. Yeah. People that don't like the <em>gauntlet</em>. I did my part.""},{""phrase"":""(7m 54s):  someone tweet me today is actually the two year anniversary of the very first ever <em>gauntlet</em>."",""startTime"":473.525,""term"":""gauntlet"",""ts"":473.525,""context"":"" someone tweet me today is actually the two year anniversary of the very first ever <em>gauntlet</em>.""},{""phrase"":""(4m 50s):  Yeah. What'd I miss? I we did, we had quite the yak <em>gauntlet</em> tournament that of course became embroiled."",""startTime"":290.035,""term"":""gauntlet"",""ts"":290.035,""context"":"" Yeah. What'd I miss? I we did, we had quite the yak <em>gauntlet</em> tournament that of course became embroiled.""}]}",11/17/2025,12.342256,53200
1298078,The Yak,https://app.podscribe.com/series/1298078,141223075,MikeyBets Lived Out His Life Long Dream with Joakim Noah | The Yak 11-12-25,https://app.podscribe.com/episode/141223075,"{""transcript"":[{""phrase"":""(1h 0m 21s):  We want whiteboard. Rick. I, my, my goal now is to see how many times in the <em>gauntlet</em> tournament Brandon can lose everywhere without winning the <em>gauntlet</em>s."",""startTime"":3621.395,""term"":""gauntlet"",""ts"":3621.395,""context"":"" We want whiteboard. Rick. I, my, my goal now is to see how many times in the <em>gauntlet</em> tournament Brandon can lose everywhere without winning the <em>gauntlet</em>s.""},{""phrase"":""(34m 56s):  Now we're also doing like 10 <em>gauntlet</em>s at a time. I,"",""startTime"":2096.045,""term"":""gauntlet"",""ts"":2096.045,""context"":"" Now we're also doing like 10 <em>gauntlet</em>s at a time. I,""},{""phrase"":""(1h 30m 40s):  You guys, you Well we got two more <em>gauntlet</em>s to go,"",""startTime"":5440.025,""term"":""gauntlet"",""ts"":5440.025,""context"":"" You guys, you Well we got two more <em>gauntlet</em>s to go,""},{""phrase"":""(1h 9m 37s):  You get to keep your better score. At least questioning all <em>gauntlet</em>s future and past first scores."",""startTime"":4176.545,""term"":""gauntlet"",""ts"":4176.545,""context"":"" You get to keep your better score. At least questioning all <em>gauntlet</em>s future and past first scores.""},{""phrase"":""(30m 24s):  the Body Armor <em>Gauntlet</em> Tournament is presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em>."",""startTime"":1824.375,""term"":""gauntlet"",""ts"":1824.375,""context"":"" the Body Armor <em>Gauntlet</em> Tournament is presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em>.""}]}",11/12/2025,14.407568,53200
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141223481,MikeyBets Lived Out His Life Long Dream with Joakim Noah | The Yak 11-12-25,https://app.podscribe.com/episode/141223481,"{""transcript"":[{""phrase"":""(1h 3m 33s):  Randy, Randy can lose every round without winning the <em>gauntlet</em>s."",""startTime"":3812.895,""term"":""gauntlet"",""ts"":3812.895,""context"":"" Randy, Randy can lose every round without winning the <em>gauntlet</em>s.""},{""phrase"":""(38m 2s):  We're also doing like 10 <em>gauntlet</em>s at a time. I, I'm,"",""startTime"":2282.445,""term"":""gauntlet"",""ts"":2282.445,""context"":"" We're also doing like 10 <em>gauntlet</em>s at a time. I, I'm,""},{""phrase"":""(1h 12m 43s):  You get to keep your butter score at least Questioning all <em>gauntlet</em>s future and past first North."",""startTime"":4362.865,""term"":""gauntlet"",""ts"":4362.865,""context"":"" You get to keep your butter score at least Questioning all <em>gauntlet</em>s future and past first North.""},{""phrase"":""(33m 31s):  the Body Armor <em>Gauntlet</em> Tournament is presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em>."",""startTime"":2010.865,""term"":""gauntlet"",""ts"":2010.865,""context"":"" the Body Armor <em>Gauntlet</em> Tournament is presented by Body Armor Flash IV helping us with rapid rehydration as we work through crowning the office wide <em>gauntlet</em>.""},{""phrase"":""(25m 21s):  so Hank is sick and the <em>gauntlet</em> tournament continues today."",""startTime"":1520.985,""term"":""gauntlet"",""ts"":1520.985,""context"":"" so Hank is sick and the <em>gauntlet</em> tournament continues today.""}]}",11/12/2025,13.648943,
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141128816,A New Gauntlet Record Has Been Set | Best of The Yak 11-11-25,https://app.podscribe.com/episode/141128816,"{""title"":[""A New <em>Gauntlet</em> Record Has Been Set | Best of The Yak 11-11-25""],""transcript"":[{""phrase"":""(16m 58s):  Yeah. All new <em>gauntlet</em> record. Congrats. Wow. Wow."",""startTime"":1017.835,""term"":""gauntlet"",""ts"":1017.835,""context"":"" Yeah. All new <em>gauntlet</em> record. Congrats. Wow. Wow.""},{""phrase"":""(20m 47s):  Can do. No, but just do the <em>gauntlet</em>. You can go home."",""startTime"":1247.07,""term"":""gauntlet"",""ts"":1247.07,""context"":"" Can do. No, but just do the <em>gauntlet</em>. You can go home.""},{""phrase"":""(17m 43s):  Yeah. All right. New <em>gauntlet</em> record. I had that record for a long ass time."",""startTime"":1063.275,""term"":""gauntlet"",""ts"":1063.275,""context"":"" Yeah. All right. New <em>gauntlet</em> record. I had that record for a long ass time.""},{""phrase"":""(20m 49s):  It, it is not sick. It's just being worn out from walking around the <em>gauntlet</em>."",""startTime"":1248.965,""term"":""gauntlet"",""ts"":1248.965,""context"":"" It, it is not sick. It's just being worn out from walking around the <em>gauntlet</em>.""},{""phrase"":""(18m 50s):  How? You haven't done the <em>gauntlet</em> yet? I need to get back to my morning running instead of my morning sleeping."",""startTime"":1130.225,""term"":""gauntlet"",""ts"":1130.225,""context"":"" How? You haven't done the <em>gauntlet</em> yet? I need to get back to my morning running instead of my morning sleeping.""}]}",11/11/2025,20.638771,
1298078,The Yak,https://app.podscribe.com/series/1298078,141128426,Dana's Basketball Team is Planning a Coup Against Their Head Coach | The Yak 11-11-25,https://app.podscribe.com/episode/141128426,"{""transcript"":[{""phrase"":""(57m 8s):  That'd be hard to bump Godfrey. Should we, should we run a couple <em>gauntlet</em>s?"",""startTime"":3428.405,""term"":""gauntlet"",""ts"":3428.405,""context"":"" That'd be hard to bump Godfrey. Should we, should we run a couple <em>gauntlet</em>s?""},{""phrase"":""(1h 26m 5s):  Yeah. All right. New <em>gauntlet</em> record. Congrats. Wow."",""startTime"":5165.115,""term"":""gauntlet"",""ts"":5165.115,""context"":"" Yeah. All right. New <em>gauntlet</em> record. Congrats. Wow.""},{""phrase"":""(1h 51m 1s):  like probably 80% of <em>gauntlet</em> runs wouldn't count."",""startTime"":6661.165,""term"":""gauntlet"",""ts"":6661.165,""context"":"" like probably 80% of <em>gauntlet</em> runs wouldn't count.""},{""phrase"":""(27m 51s):  so I didn't embarrass myself on the <em>gauntlet</em> today."",""startTime"":1671.015,""term"":""gauntlet"",""ts"":1671.015,""context"":"" so I didn't embarrass myself on the <em>gauntlet</em> today.""},{""phrase"":""(32m 29s):  This might be a Problem. I'm getting ready for <em>gauntlet</em>,"",""startTime"":1949.075,""term"":""gauntlet"",""ts"":1949.075,""context"":"" This might be a Problem. I'm getting ready for <em>gauntlet</em>,""}]}",11/11/2025,13.177868,53200
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141981687,The Yak with Big Cat & Co. Presented by Rhoback | The Yak 12-2-25,https://app.podscribe.com/episode/141981687,"{""transcript"":[{""phrase"":""(31m 22s):  Yesterday. He has the longest unofficial <em>gauntlet</em> time of like 17 minutes."",""startTime"":1882.365,""term"":""gauntlet"",""ts"":1882.365,""context"":"" Yesterday. He has the longest unofficial <em>gauntlet</em> time of like 17 minutes.""},{""phrase"":""(36m 42s):  So Goldfinger really has the worst <em>gauntlet</em> time. Not JDLI think it was unofficial Unfilmed."",""startTime"":2201.745,""term"":""gauntlet"",""ts"":2201.745,""context"":"" So Goldfinger really has the worst <em>gauntlet</em> time. Not JDLI think it was unofficial Unfilmed.""},{""phrase"":""(31m 54s):  He had a lot of Trouble when he did the <em>gauntlet</em> with the baseball side As well."",""startTime"":1913.785,""term"":""gauntlet"",""ts"":1913.785,""context"":"" He had a lot of Trouble when he did the <em>gauntlet</em> with the baseball side As well.""},{""phrase"":""(39m 50s):  So Yeah. No, usually like, I'm like, all right, like with <em>gauntlet</em> stuff that was pretty unfazed by,"",""startTime"":2389.785,""term"":""gauntlet"",""ts"":2389.785,""context"":"" So Yeah. No, usually like, I'm like, all right, like with <em>gauntlet</em> stuff that was pretty unfazed by,""}]}",11/11/2025,12.392101,
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141114310,KATE WITH THE GRANNY SHOT IN THE GAUNTLET! Presented by @DrinkBODYARMOR,https://app.podscribe.com/episode/141114310,"{""title"":[""KATE WITH THE GRANNY SHOT IN THE <em>GAUNTLET</em>! Presented by @DrinkBODYARMOR""],""transcript"":[]}",11/11/2025,9.000507,
2272733,Barstool Yak (YouTube),https://app.podscribe.com/series/2272733,141054983,KB Delivers Major News in Classic KB Fashion | Best of The Yak 11-10-25,https://app.podscribe.com/episode/141054983,"{""transcript"":[{""phrase"":""(2m 59s):  I know, I know. That's, that's on me. I know. I was supposed to participate in the <em>gauntlet</em>,"",""startTime"":179.405,""term"":""gauntlet"",""ts"":179.405,""context"":"" I know, I know. That's, that's on me. I know. I was supposed to participate in the <em>gauntlet</em>,""}]}",11/10/2025,11.928954,
1298078,The Yak,https://app.podscribe.com/series/1298078,141054354,KB is an Engaged Man | The Yak 11-10-25,https://app.podscribe.com/episode/141054354,"{""transcript"":[{""phrase"":""(1m 53s):  So we're gonna be doing <em>gauntlet</em>s the end of every episode to decide the winner of the playing."",""startTime"":113.305,""term"":""gauntlet"",""ts"":113.305,""context"":"" So we're gonna be doing <em>gauntlet</em>s the end of every episode to decide the winner of the playing.""},{""phrase"":""(1h 36m 41s):  Alright, so we have the Body armor <em>gauntlet</em> tournament."",""startTime"":5801.395,""term"":""gauntlet"",""ts"":5801.395,""context"":"" Alright, so we have the Body armor <em>gauntlet</em> tournament.""},{""phrase"":""(1h 42m 48s):  by the way, for the winner of the yak <em>gauntlet</em> tournament."",""startTime"":6168.345,""term"":""gauntlet"",""ts"":6168.345,""context"":"" by the way, for the winner of the yak <em>gauntlet</em> tournament.""},{""phrase"":""(1m 48s):  We got a lot Today. We're, today's the start of the <em>gauntlet</em> tournament week."",""startTime"":108.285,""term"":""gauntlet"",""ts"":108.285,""context"":"" We got a lot Today. We're, today's the start of the <em>gauntlet</em> tournament week.""},{""phrase"":""(9m 18s):  I know. That's, that's on me. I know I was supposed to participate in the <em>gauntlet</em>,"",""startTime"":558.485,""term"":""gauntlet"",""ts"":558.485,""context"":"" I know. That's, that's on me. I know I was supposed to participate in the <em>gauntlet</em>,""}]}",11/10/2025,12.991201,53200
1298078,The Yak,https://app.podscribe.com/series/1298078,140971631,Strawberry Ice Cream Takes Over Barstool Chicago HQ | The Yak 11-7-25,https://app.podscribe.com/episode/140971631,"{""transcript"":[{""phrase"":""(1h 54m 59s):  Yeah. Just given the amount of <em>gauntlet</em>s that we're gonna do."",""startTime"":6899.055,""term"":""gauntlet"",""ts"":6899.055,""context"":"" Yeah. Just given the amount of <em>gauntlet</em>s that we're gonna do.""},{""phrase"":""(1h 51m 40s):  Body Armor Flash IV will also be presenting sponsor of our <em>gauntlet</em> tournament where we'll be battling it out to finally Crown one office wide champion the <em>gauntlet</em>."",""startTime"":6699.885,""term"":""gauntlet"",""ts"":6699.885,""context"":"" Body Armor Flash IV will also be presenting sponsor of our <em>gauntlet</em> tournament where we'll be battling it out to finally Crown one office wide champion the <em>gauntlet</em>.""},{""phrase"":""(1h 50m 54s):  Nope. Alright. Read next week is the <em>gauntlet</em> bracket,"",""startTime"":6653.975,""term"":""gauntlet"",""ts"":6653.975,""context"":"" Nope. Alright. Read next week is the <em>gauntlet</em> bracket,""},{""phrase"":""(1h 50m 50s):  Where the fuck is that picture from which we, we don't have to do a <em>gauntlet</em> do we?"",""startTime"":6649.755,""term"":""gauntlet"",""ts"":6649.755,""context"":"" Where the fuck is that picture from which we, we don't have to do a <em>gauntlet</em> do we?""},{""phrase"":""(1h 50m 58s):  right? Yes. Yes. I'm very excited for it. So we're gonna find out the champion to the <em>gauntlet</em> next week."",""startTime"":6657.955,""term"":""gauntlet"",""ts"":6657.955,""context"":"" right? Yes. Yes. I'm very excited for it. So we're gonna find out the champion to the <em>gauntlet</em> next week.""}]}",11/7/2025,13.777447,53200
